"name","latitude","longitude","state","district","ps"
"Tallapudi","17.13533","81.663250000000005","ANDHRA PRADESH","EAST GODAVARI","Tallapudi"
"Chagallu","16.996770000000001","81.670490000000001","ANDHRA PRADESH","EAST GODAVARI","Chagallu"
"Devarapalli","17.035299999999999","81.564009999999996","ANDHRA PRADESH","EAST GODAVARI","Devarapalli"
"Peravalli","16.754740000000002","81.741770000000002","ANDHRA PRADESH","EAST GODAVARI","Peravalli"
"Undrajavaram","16.788049999999998","81.699020000000004","ANDHRA PRADESH","EAST GODAVARI","Undrajavaram"
"Kovvur Rural","17.0169","81.733490000000003","ANDHRA PRADESH","EAST GODAVARI","Kovvur Rural"
"Samisrigudem","16.901700000000002","81.685239999999993","ANDHRA PRADESH","EAST GODAVARI","Samisrigudem"
"Nallajerla","16.754470000000001","81.688329999999993","ANDHRA PRADESH","EAST GODAVARI","Nallajerla"
"Anaparthi","16.935590000000001","81.958489999999998","ANDHRA PRADESH","EAST GODAVARI","Anaparthi"
"Biccavole","16.96312","82.046289999999999","ANDHRA PRADESH","EAST GODAVARI","Biccavole"
"Rangampeta","17.091349999999998","81.997460000000004","ANDHRA PRADESH","EAST GODAVARI","Rangampeta"
"Bommuru","17.013670000000001","81.808660000000003","ANDHRA PRADESH","EAST GODAVARI","Bommuru"
"Dowaleswaram","16.948540000000001","81.781350000000003","ANDHRA PRADESH","EAST GODAVARI","Dowaleswaram"
"Gokavaram","17.258929999999999","81.849850000000004","ANDHRA PRADESH","EAST GODAVARI","Gokavaram"
"Kadiam","16.91581","81.809010000000001","ANDHRA PRADESH","EAST GODAVARI","Kadiam"
"Rajahmundry I Town","17.000920000000001","81.771180000000001","ANDHRA PRADESH","EAST GODAVARI","Rajahmundry I Town"
"Rajahmundry II Town","16.99174","81.777180000000001","ANDHRA PRADESH","EAST GODAVARI","Rajahmundry II Town"
"Rajahmundry III Town","17.005839999999999","81.778679999999994","ANDHRA PRADESH","EAST GODAVARI","Rajahmundry III Town"
"Rajanagaram","17.077539999999999","81.901150000000001","ANDHRA PRADESH","EAST GODAVARI","Rajanagaram"
"Seethanagaram","17.17708","81.695239999999998","ANDHRA PRADESH","EAST GODAVARI","Seethanagaram"
"Traffic, East Godavari","17.005710000000001","81.778660000000002","ANDHRA PRADESH","EAST GODAVARI","Traffic, East Godavari"
"Prakash Nagar","17.006920000000001","81.787949999999995","ANDHRA PRADESH","EAST GODAVARI","Prakash Nagar"
"Korukonda","17.17051","81.826880000000003","ANDHRA PRADESH","EAST GODAVARI","Korukonda"
"CCS, East Godavari","17.000920000000001","81.771169999999998","ANDHRA PRADESH","EAST GODAVARI","CCS, East Godavari"
"Rajahmundry East CCS","16.991589999999999","81.777259999999998","ANDHRA PRADESH","EAST GODAVARI","Rajahmundry East CCS"
"Rajahmundry North CCS","17.005839999999999","81.778679999999994","ANDHRA PRADESH","EAST GODAVARI","Rajahmundry North CCS"
"Disha UPS, East Godavari","17.00911","81.769630000000006","ANDHRA PRADESH","EAST GODAVARI","Disha UPS, East Godavari"
"Airport PS","17.106580000000001","81.821269999999998","ANDHRA PRADESH","EAST GODAVARI","Airport PS"
"Rajahmundry South CCS","17.005859999999998","81.778819999999996","ANDHRA PRADESH","EAST GODAVARI","Rajahmundry South CCS"
"Velerupadu","16.708639999999999","81.086699999999993","ANDHRA PRADESH","Eluru","Velerupadu"
"Kukunoor","16.712489999999999","81.090599999999995","ANDHRA PRADESH","Eluru","Kukunoor"
"Jangareddygudem Traffic","17.554106000000001","81.161023","ANDHRA PRADESH","Eluru","Jangareddygudem Traffic"
"CCS, Eluru","16.705359999999999","81.106009999999998","ANDHRA PRADESH","Eluru","CCS, Eluru"
"Eluru Traffic","16.712654000000001","81.090581999999998","ANDHRA PRADESH","Eluru","Eluru Traffic"
"Dwaraka Tirumala","16.957339999999999","81.251829999999998","ANDHRA PRADESH","Eluru","Dwaraka Tirumala"
"T.Narasapuram","17.099820000000001","81.07526","ANDHRA PRADESH","Eluru","T.Narasapuram"
"Buttaigudem","17.196290000000001","81.314999999999998","ANDHRA PRADESH","Eluru","Buttaigudem"
"Nidamarru","16.725519999999999","81.420259999999999","ANDHRA PRADESH","Eluru","Nidamarru"
"Pedavegi","16.81317","81.108779999999996","ANDHRA PRADESH","Eluru","Pedavegi"
"Tadikalapudi","16.89331","81.170370000000005","ANDHRA PRADESH","Eluru","Tadikalapudi"
"Polavaram","17.248899999999999","81.621560000000002","ANDHRA PRADESH","Eluru","Polavaram"
"Lakkavaram","17.065439999999999","81.293180000000007","ANDHRA PRADESH","Eluru","Lakkavaram"
"Pedapadu","16.642949999999999","81.037149999999997","ANDHRA PRADESH","Eluru","Pedapadu"
"Koyyalagudem","17.128160000000001","81.428550000000001","ANDHRA PRADESH","Eluru","Koyyalagudem"
"Jangareddygudem","17.122170000000001","81.294420000000002","ANDHRA PRADESH","Eluru","Jangareddygudem"
"Jeelugumilli","17.205639999999999","81.140969999999996","ANDHRA PRADESH","Eluru","Jeelugumilli"
"Disha UPS, Eluru","16.70553","81.106009999999998","ANDHRA PRADESH","Eluru","Disha UPS, Eluru"
"Bhimadole","16.809370000000001","81.261210000000005","ANDHRA PRADESH","Eluru","Bhimadole"
"Chebrole","16.817679999999999","81.395399999999995","ANDHRA PRADESH","Eluru","Chebrole"
"Chintalapudi","17.074619999999999","80.990489999999994","ANDHRA PRADESH","Eluru","Chintalapudi"
"Dharmajigudem","16.891120000000001","80.994879999999995","ANDHRA PRADESH","Eluru","Dharmajigudem"
"Denduluru","16.758620000000001","81.164619999999999","ANDHRA PRADESH","Eluru","Denduluru"
"Eluru Rural","16.704699999999999","81.105729999999994","ANDHRA PRADESH","Eluru","Eluru Rural"
"Eluru I Town","16.709389999999999","81.10812","ANDHRA PRADESH","Eluru","Eluru I Town"
"Eluru II Town","16.710000000000001","81.092889999999997","ANDHRA PRADESH","Eluru","Eluru II Town"
"Eluru III Town","16.708639999999999","81.086699999999993","ANDHRA PRADESH","Eluru","Eluru III Town"
"Ganapavaram","16.702780000000001","81.462999999999994","ANDHRA PRADESH","Eluru","Ganapavaram"
"Mandavalli","16.508700000000001","81.155600000000007","ANDHRA PRADESH","Eluru","Mandavalli"
"Nuzvid Town","16.790929999999999","80.840500000000006","ANDHRA PRADESH","Eluru","Nuzvid Town"
"Nuzvid Rural","16.791180000000001","80.841210000000004","ANDHRA PRADESH","Eluru","Nuzvid Rural"
"Agiripalli","16.682670000000002","80.784899999999993","ANDHRA PRADESH","Eluru","Agiripalli"
"Kaikaluru Rural","16.555119999999999","81.218249999999998","ANDHRA PRADESH","Eluru","Kaikaluru Rural"
"Kaikaluru Town","16.554210000000001","81.215419999999995","ANDHRA PRADESH","Eluru","Kaikaluru Town"
"Kalidindi","16.50826","81.296750000000003","ANDHRA PRADESH","Eluru","Kalidindi"
"Chatrai","16.995229999999999","80.858909999999995","ANDHRA PRADESH","Eluru","Chatrai"
"Musunuru","16.82518","80.931629999999998","ANDHRA PRADESH","Eluru","Musunuru"
"Mudinepalli","16.422335","81.109807000000004","ANDHRA PRADESH","Eluru","Mudinepalli"
"ADONI","15.37039","77.162760000000006","ANDHRA PRADESH","GRP GUNTAKAL","ADONI"
"ANANTAPUR","14.41108","77.354290000000006","ANDHRA PRADESH","GRP GUNTAKAL","ANANTAPUR"
"Kavali","14.916180000000001","79.988590000000002","ANDHRA PRADESH","GRP GUNTAKAL","Kavali"
"CHITTOOR","13.219250000000001","79.103539999999995","ANDHRA PRADESH","GRP GUNTAKAL","CHITTOOR"
"KADAPA","14.270429999999999","78.494669999999999","ANDHRA PRADESH","GRP GUNTAKAL","KADAPA"
"Chirala","15.8309","80.353790000000004","ANDHRA PRADESH","GRP GUNTAKAL","Chirala"
"DHARMAVARAM","14.253500000000001","77.425830000000005","ANDHRA PRADESH","GRP GUNTAKAL","DHARMAVARAM"
"GOOTY","15.085850000000001","77.373289999999997","ANDHRA PRADESH","GRP GUNTAKAL","GOOTY"
"GUDUR","14.08545","79.504339999999999","ANDHRA PRADESH","GRP GUNTAKAL","GUDUR"
"GUNTAKAL","15.103020000000001","77.220320000000001","ANDHRA PRADESH","GRP GUNTAKAL","GUNTAKAL"
"HINDUPUR","13.49065","77.300030000000007","ANDHRA PRADESH","GRP GUNTAKAL","HINDUPUR"
"KADIRI","14.0639","78.100099999999998","ANDHRA PRADESH","GRP GUNTAKAL","KADIRI"
"KURNOOL","15.49583","78.015690000000006","ANDHRA PRADESH","GRP GUNTAKAL","KURNOOL"
"B.Kodur","14.883649999999999","78.973939999999999","ANDHRA PRADESH","YSR","B.Kodur"
"NANDYAL","15.28092","78.281509999999997","ANDHRA PRADESH","GRP GUNTAKAL","NANDYAL"
"NELLORE","14.274279999999999","79.592389999999995","ANDHRA PRADESH","GRP GUNTAKAL","NELLORE"
"ONGOLE","15.295109999999999","80.032669999999996","ANDHRA PRADESH","GRP GUNTAKAL","ONGOLE"
"RENIGUNTA","13.38189","79.302430000000001","ANDHRA PRADESH","GRP GUNTAKAL","RENIGUNTA"
"Tirupathi","13.37419","79.25103","ANDHRA PRADESH","GRP GUNTAKAL","Tirupathi"
"YERRAGUNTLA","14.383620000000001","78.320160000000001","ANDHRA PRADESH","GRP GUNTAKAL","YERRAGUNTLA"
"BHIMAVARAM","16.547540000000001","81.519009999999994","ANDHRA PRADESH","GRP VIJAYAWADA","BHIMAVARAM"
"NARASARAOPET","16.229949999999999","80.040719999999993","ANDHRA PRADESH","GRP VIJAYAWADA","NARASARAOPET"
"Nadikudi","16.590769999999999","79.724919999999997","ANDHRA PRADESH","GRP VIJAYAWADA","Nadikudi"
"ELURU","16.7178","81.119780000000006","ANDHRA PRADESH","GRP VIJAYAWADA","ELURU"
"GUNTUR","16.300529999999998","80.442740000000001","ANDHRA PRADESH","GRP VIJAYAWADA","GUNTUR"
"Tadepalligudem","16.810220000000001","81.526600000000002","ANDHRA PRADESH","GRP VIJAYAWADA","Tadepalligudem"
"PALASA","18.756969999999999","84.422190000000001","ANDHRA PRADESH","GRP VIJAYAWADA","PALASA"
"RAJAHMUNDRY","16.987480000000001","81.781869999999998","ANDHRA PRADESH","GRP VIJAYAWADA","RAJAHMUNDRY"
"SAMALKOT","17.045249999999999","82.169150000000002","ANDHRA PRADESH","GRP VIJAYAWADA","SAMALKOT"
"TUNI","17.361560000000001","82.543080000000003","ANDHRA PRADESH","GRP VIJAYAWADA","TUNI"
"Gudiwada","16.810220000000001","81.526600000000002","ANDHRA PRADESH","GRP VIJAYAWADA","Gudiwada"
"TENALI","16.24259","80.640789999999996","ANDHRA PRADESH","GRP VIJAYAWADA","TENALI"
"VIJAYAWADA","16.51783","80.620099999999994","ANDHRA PRADESH","GRP VIJAYAWADA","VIJAYAWADA"
"VIZIANAGARAM","18.112850000000002","83.396109999999993","ANDHRA PRADESH","GRP VIJAYAWADA","VIZIANAGARAM"
"Visakhapatnam","17.72203","83.289730000000006","ANDHRA PRADESH","GRP VIJAYAWADA","Visakhapatnam"
"Thulluru","16.519659999999998","80.466290000000001","ANDHRA PRADESH","Guntur","Thulluru"
"Ponnur Town","16.064620000000001","80.550839999999994","ANDHRA PRADESH","Guntur","Ponnur Town"
"Tenali Rural","16.2378","80.653289999999998","ANDHRA PRADESH","Guntur","Tenali Rural"
"Tenali I Town","16.236930000000001","80.653369999999995","ANDHRA PRADESH","Guntur","Tenali I Town"
"Tenali II Town","16.246099999999998","80.645470000000003","ANDHRA PRADESH","Guntur","Tenali II Town"
"Kollipara","16.285830000000001","80.749970000000005","ANDHRA PRADESH","Guntur","Kollipara"
"Ponnur Rural","16.072222","80.549850000000006","ANDHRA PRADESH","Guntur","Ponnur Rural"
"Pedanandipadu","16.073139999999999","80.329250000000002","ANDHRA PRADESH","Guntur","Pedanandipadu"
"Phirangipuram","16.290459999999999","80.259860000000003","ANDHRA PRADESH","Guntur","Phirangipuram"
"Kakumanu","16.057729999999999","80.398600000000002","ANDHRA PRADESH","Guntur","Kakumanu"
"Duggirala","16.325369999999999","80.629059999999996","ANDHRA PRADESH","Guntur","Duggirala"
"Thulluru Traffic","16.511971500000001","80.517039299999993","ANDHRA PRADESH","Guntur","Thulluru Traffic"
"Tenali III Town","16.238230000000001","80.64282","ANDHRA PRADESH","Guntur","Tenali III Town"
"Arundalpet","16.181506599999999","80.261611275999996","ANDHRA PRADESH","Guntur","Arundalpet"
"Chebrolu","16.202870000000001","80.524420000000006","ANDHRA PRADESH","Guntur","Chebrolu"
"Disha UPS, Guntur","16.299156","80.436544999999995","ANDHRA PRADESH","Guntur","Disha UPS, Guntur"
"Nallapadu","16.342359999999999","80.418419999999998","ANDHRA PRADESH","Guntur","Nallapadu"
"Guntur Traffic","16.295529999999999","80.432990000000004","ANDHRA PRADESH","Guntur","Guntur Traffic"
"Kothapet","16.297329999999999","80.448634999999996","ANDHRA PRADESH","Guntur","Kothapet"
"Lalapet","16.2915356","80.447003300000006","ANDHRA PRADESH","Guntur","Lalapet"
"Mangalagiri Town","16.434605999999999","80.565771999999996","ANDHRA PRADESH","Guntur","Mangalagiri Town"
"Medikonduru","16.34506","80.304410000000004","ANDHRA PRADESH","Guntur","Medikonduru"
"Nagarampalem","16.297180999999998","80.432333999999997","ANDHRA PRADESH","Guntur","Nagarampalem"
"Old guntur","16.2925988","80.453528599999999","ANDHRA PRADESH","Guntur","Old guntur"
"Pattabhipuram","16.304490000000001","80.424040000000005","ANDHRA PRADESH","Guntur","Pattabhipuram"
"Prathipadu","16.182413100000002","80.333636900000002","ANDHRA PRADESH","Guntur","Prathipadu"
"Pedakakani","16.328434999999999","80.483716999999999","ANDHRA PRADESH","Guntur","Pedakakani"
"Tadepalli","16.481538","80.603541000000007","ANDHRA PRADESH","Guntur","Tadepalli"
"Tadikonda","16.416889999999999","80.452950000000001","ANDHRA PRADESH","Guntur","Tadikonda"
"Vatticherukuru","16.182189999999999","80.447659999999999","ANDHRA PRADESH","Guntur","Vatticherukuru"
"Mangalagiri Rural","16.434559","80.565506999999997","ANDHRA PRADESH","Guntur","Mangalagiri Rural"
"CCS, Guntur","16.298528000000001","80.436443999999995","ANDHRA PRADESH","Guntur","CCS, Guntur"
"Kakinada Traffic II","16.96283","82.236009999999993","ANDHRA PRADESH","Kakinada","Kakinada Traffic II"
"KAKINADA III TOWN CCS","16.95467","82.236800000000002","ANDHRA PRADESH","Kakinada","KAKINADA III TOWN CCS"
"INDRAPALEM","16.96977","82.228740000000002","ANDHRA PRADESH","Kakinada","INDRAPALEM"
"Samalkot","17.0594","82.172460000000001","ANDHRA PRADESH","Kakinada","Samalkot"
"SARPAVARAM","16.996549999999999","82.243039999999993","ANDHRA PRADESH","Kakinada","SARPAVARAM"
"TUNI RURAL","17.341809999999999","82.512699999999995","ANDHRA PRADESH","Kakinada","TUNI RURAL"
"TUNI TOWN","17.361059999999998","82.545500000000004","ANDHRA PRADESH","Kakinada","TUNI TOWN"
"THONDANGI","17.222249999999999","82.474080000000001","ANDHRA PRADESH","Kakinada","THONDANGI"
"KAKINADA I TOWN CCS","16.943519999999999","82.234139999999996","ANDHRA PRADESH","Kakinada","KAKINADA I TOWN CCS"
"KIRLAMPUDI","17.231780000000001","82.188890000000001","ANDHRA PRADESH","Kakinada","KIRLAMPUDI"
"KOTANANDURU","17.479230000000001","82.496660000000006","ANDHRA PRADESH","Kakinada","KOTANANDURU"
"U. KOTHAPALLI","17.090389999999999","82.315110000000004","ANDHRA PRADESH","Kakinada","U. KOTHAPALLI"
"PEDAPUDI","16.952950000000001","82.134569999999997","ANDHRA PRADESH","Kakinada","PEDAPUDI"
"YELESWARAM","17.287459999999999","82.105159999999998","ANDHRA PRADESH","Kakinada","YELESWARAM"
"KAKINADA II TOWN CCS","16.962810000000001","82.235990000000001","ANDHRA PRADESH","Kakinada","KAKINADA II TOWN CCS"
"THIMMAPURAM","17.02882","82.248189999999994","ANDHRA PRADESH","Kakinada","THIMMAPURAM"
"KAKINADA TRAFFIC I","16.955590000000001","82.236729999999994","ANDHRA PRADESH","Kakinada","KAKINADA TRAFFIC I"
"PEDDAPURAM","17.075959999999998","82.143079999999998","ANDHRA PRADESH","Kakinada","PEDDAPURAM"
"Pithapuram Town","17.104761","82.248992000000001","ANDHRA PRADESH","Kakinada","Pithapuram Town"
"Pithapuram Rural","17.11992","82.247169999999997","ANDHRA PRADESH","Kakinada","Pithapuram Rural"
"PRATHIPADU","17.235150000000001","82.18289","ANDHRA PRADESH","Kakinada","PRATHIPADU"
"GOLLAPALEM","16.862079999999999","82.169569999999993","ANDHRA PRADESH","Kakinada","GOLLAPALEM"
"GANDEPALLI","17.13627","81.964640000000003","ANDHRA PRADESH","Kakinada","GANDEPALLI"
"KARAPA","16.901150000000001","82.168340000000001","ANDHRA PRADESH","Kakinada","KARAPA"
"CORINGA","16.817440000000001","82.235500000000002","ANDHRA PRADESH","Kakinada","CORINGA"
"Disha UPS, Kakinada","16.962859999999999","82.236019999999996","ANDHRA PRADESH","Kakinada","Disha UPS, Kakinada"
"ANNAVARAM","17.284859999999998","82.405770000000004","ANDHRA PRADESH","Kakinada","ANNAVARAM"
"Gollaprole","17.157820000000001","82.287959999999998","ANDHRA PRADESH","Kakinada","Gollaprole"
"JAGGAMPETA","17.173369999999998","82.057119999999998","ANDHRA PRADESH","Kakinada","JAGGAMPETA"
"KAKINADA PORT","16.955490000000001","82.249189999999999","ANDHRA PRADESH","Kakinada","KAKINADA PORT"
"KAKINADA I TOWN","16.943280000000001","82.234139999999996","ANDHRA PRADESH","Kakinada","KAKINADA I TOWN"
"KAKINADA II TOWN","16.962859999999999","82.236019999999996","ANDHRA PRADESH","Kakinada","KAKINADA II TOWN"
"KAKINADA III TOWN","16.955590000000001","82.236729999999994","ANDHRA PRADESH","Kakinada","KAKINADA III TOWN"
"Katrenikona","16.58183","82.152969999999996","ANDHRA PRADESH","Konaseema","Katrenikona"
"Kothapeta","16.717960000000001","81.894980000000004","ANDHRA PRADESH","Konaseema","Kothapeta"
"Allavaram","16.508769999999998","81.985420000000005","ANDHRA PRADESH","Konaseema","Allavaram"
"Athreyapuram","16.83277","81.788600000000002","ANDHRA PRADESH","Konaseema","Athreyapuram"
"Inavilli","16.659140000000001","82.02225","ANDHRA PRADESH","Konaseema","Inavilli"
"Draksharama","16.792280000000002","82.065550000000002","ANDHRA PRADESH","Konaseema","Draksharama"
"Angara","16.776759999999999","81.93459","ANDHRA PRADESH","Konaseema","Angara"
"Alamuru","16.785679999999999","81.880669999999995","ANDHRA PRADESH","Konaseema","Alamuru"
"Amalapuram Rural","16.588460000000001","82.010120000000001","ANDHRA PRADESH","Konaseema","Amalapuram Rural"
"Amalapuram Town","16.57752","82.002989999999997","ANDHRA PRADESH","Konaseema","Amalapuram Town"
"Ambajipeta","16.594149999999999","81.944460000000007","ANDHRA PRADESH","Konaseema","Ambajipeta"
"Malkipuram","16.408460000000002","81.802989999999994","ANDHRA PRADESH","Konaseema","Malkipuram"
"Mandapeta Town","16.869492000000001","81.928098000000006","ANDHRA PRADESH","Konaseema","Mandapeta Town"
"Mummidivaram","16.641179999999999","82.101590000000002","ANDHRA PRADESH","Konaseema","Mummidivaram"
"Nagaram","16.506430000000002","81.92389","ANDHRA PRADESH","Konaseema","Nagaram"
"P.Gannavaram","16.59216","81.895849999999996","ANDHRA PRADESH","Konaseema","P.Gannavaram"
"Pamarru","16.734449999999999","82.042190000000005","ANDHRA PRADESH","Konaseema","Pamarru"
"Ravulapalem","16.76277","81.842110000000005","ANDHRA PRADESH","Konaseema","Ravulapalem"
"Razole","16.47457","81.836500000000001","ANDHRA PRADESH","Konaseema","Razole"
"Ramachandrapuram","16.832840000000001","82.031350000000003","ANDHRA PRADESH","Konaseema","Ramachandrapuram"
"Uppalaguptam","16.55283","82.093519999999998","ANDHRA PRADESH","Konaseema","Uppalaguptam"
"Sakhinetipalli","16.404820000000001","81.757429999999999","ANDHRA PRADESH","Konaseema","Sakhinetipalli"
"Rayavaram","16.907070000000001","82.000479999999996","ANDHRA PRADESH","Konaseema","Rayavaram"
"Mandapeta Rural","16.952680000000001","82.267849999999996","ANDHRA PRADESH","Konaseema","Mandapeta Rural"
"I. Polavaram","16.70701","82.200360000000003","ANDHRA PRADESH","Konaseema","I. Polavaram"
"AVANIGADDA","16.02495","80.915620000000004","ANDHRA PRADESH","KRISHNA","AVANIGADDA"
"GUDIVADA RURAL","16.432759999999998","80.989350000000002","ANDHRA PRADESH","KRISHNA","GUDIVADA RURAL"
"GUDIVADA I TOWN","16.432559999999999","80.996300000000005","ANDHRA PRADESH","KRISHNA","GUDIVADA I TOWN"
"GUDLAVALLERU","16.341750000000001","81.058269999999993","ANDHRA PRADESH","KRISHNA","GUDLAVALLERU"
"GUDIVADA II TOWN","16.433229999999998","80.988979999999998","ANDHRA PRADESH","KRISHNA","GUDIVADA II TOWN"
"INAGUDURU","16.171949999999999","81.124499999999998","ANDHRA PRADESH","KRISHNA","INAGUDURU"
"HANUMAN JUNCTION","16.63411","80.96499","ANDHRA PRADESH","KRISHNA","HANUMAN JUNCTION"
"Disha UPS, Machilipatnam","16.183219999999999","81.132189999999994","ANDHRA PRADESH","KRISHNA","Disha UPS, Machilipatnam"
"KUCHIPUDI","16.249980000000001","80.912319999999994","ANDHRA PRADESH","KRISHNA","KUCHIPUDI"
"KODURU","16.006930000000001","81.027420000000006","ANDHRA PRADESH","KRISHNA","KODURU"
"KRUTHIVENNU","16.37811","81.375450000000001","ANDHRA PRADESH","KRISHNA","KRUTHIVENNU"
"Bandar Taluk PS","16.189699999999998","81.137820000000005","ANDHRA PRADESH","KRISHNA","Bandar Taluk PS"
"BANTUMILLI","16.37134","81.273830000000004","ANDHRA PRADESH","KRISHNA","BANTUMILLI"
"CHALLAPALLI","16.115690000000001","80.933109999999999","ANDHRA PRADESH","KRISHNA","CHALLAPALLI"
"CHILAKALAPUDI","16.19078","81.145079999999993","ANDHRA PRADESH","KRISHNA","CHILAKALAPUDI"
